Box #,Assay#,Depth,K (%),U (ppm),Th (ppm),DR,Total GR,Assay#,K (%),U (ppm),Th (ppm),DR,Total GR,Assay#,K (%),U (ppm),Th (ppm),DR,Total GR,Assay#,K (%),U (ppm),Th (ppm),DR,Total GR,Average GR,Std,CPS,Comments
,7577,338.5,0.6,0.6,0.5,15,16.4,7578,0.5,0.9,1,17.1,19.2,7579,0.5,0.5,0.6,13.4,14.4,7580,0.5,0.9,0.7,15.8,18,17,2.078,,
,7581,338.8,0.3,0.8,0.7,12.7,14,7582,0.3,0.8,0.7,12.6,14,7583,0.4,0.8,0.5,12.9,14.8,7584,0.3,0.9,0.6,13.1,14.4,14.3,0.383,,
,7585,339.1,0.5,0.7,0.9,15.3,17.2,7586,0.5,0.7,1,14.9,17.6,7587,0.5,0.6,0.6,14.2,15.2,7588,0.4,0.4,1.4,14.1,15.2,16.3,1.281,,
,7589,339.4,0.4,0.7,0.3,12.4,13.2,7590,0.3,0.7,0.6,11.4,12.8,7591,0.4,0.8,0.7,13.5,15.6,7592,0.4,0.4,0.2,8.7,10.4,13,2.129,,
,7593,339.7,0.5,0.6,0.3,12.4,14,7594,0.4,0.8,0.3,13,14,7595,0.5,0.9,0.7,16.6,18,7596,0.5,0.6,0.8,13.8,16,15.5,1.915,,
,7597,340,0.6,1,0.6,18.5,20,7598,0.5,0.9,0.3,14.8,16.4,7599,0.5,1,0.8,16.6,19.2,7600,0.6,0.8,0.8,16.9,19.2,18.7,1.579,,
,7601,340.3,0.4,0.4,1,12.5,13.6,7602,0.5,0.8,0.2,13.2,15.2,7603,0.3,0.8,0.7,12.7,14,7604,0.4,0.5,0.6,11.9,12.8,13.9,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7605,340.6,0.5,0.8,1.7,18.2,21.2,7606,0.4,0.8,0.8,13.9,16,7607,0.4,0.8,1,15.3,16.8,7608,0.4,1,0.5,14.5,16.4,17.6,2.422,,
,7609,340.9,0.4,0.8,0.4,12.5,14.4,7610,0.3,0.9,0,11.3,12,7611,0.4,0.4,1,12.8,13.6,7612,0.4,0.4,1,12.4,13.6,13.4,1.007,,
,7613,341.2,0.6,1,0.5,17.1,19.6,7614,0.6,0.8,0.3,15.6,17.2,7615,0.5,0.7,0.9,15.3,17.2,7616,0.5,0.9,0.5,16.2,17.2,17.8,1.2,,
,7617,341.5,0.4,0.7,0.6,13.7,14.4,7618,0.4,0.8,0.5,12.6,14.8,7619,0.3,0.7,0.6,11.2,12.8,7620,0.4,0.6,0.3,11.5,12.4,13.6,1.178,,
,7621,341.8,0.4,0.8,0.9,14.6,16.4,7622,0.5,0.7,0.1,12.7,14,7623,0.4,1.1,0.4,15.5,16.8,7624,0.5,0.9,0.4,15.1,16.8,16,1.347,,
,7626,342.1,0.5,0.9,0.4,14.3,16.8,7627,0.4,0.8,0.9,14.9,16.4,7628,0.5,0.5,0.6,13.3,14.4,7629,0.5,0.5,1,14,16,15.9,1.052,,
,7630,342.4,0.4,1,0.1,12.5,14.8,7631,0.4,0.8,0.6,13.1,15.2,7632,0.4,0.9,0.6,14.6,16,7633,0.5,0.5,0.8,14.5,15.2,15.3,0.503,,
,7634,342.7,0.6,0.6,1,16.6,18.4,7635,0.7,0.9,0.7,18.5,21.2,7636,0.7,0.7,1.3,19.1,22,7637,0.6,1.1,1.1,20.1,22.8,21.1,1.915,,
,7638,343,0.6,0.8,0.8,16.5,19.2,7639,0.6,0.8,0.9,17.2,19.6,7640,0.4,1.3,0.9,18,20.4,7641,0.5,0.6,0.7,14.1,15.6,18.7,2.126,,
,7642,343.3,0.5,0.6,1,15.3,16.8,7643,0.5,0.8,0.9,15,18,7644,0.6,0.7,1,16.9,19.2,7645,0.6,0.8,0.3,15.1,17.2,17.8,1.058,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7646,343.6,0.5,0.8,0.3,14.9,15.6,7647,0.5,1,0.7,16.9,18.8,7648,0.6,0.6,1.3,17.7,19.6,7649,0.5,0.6,0.5,13.9,14.8,17.2,2.355,,
,7650,343.9,0.5,0.7,1.1,15.4,18,7651,0.4,0.7,0.9,14.3,15.6,7652,0.5,0.7,0.7,14.4,16.4,7653,0.5,0.8,0.8,15.2,17.6,16.9,1.102,,
,7654,344.2,0.6,0.7,0.9,16.6,18.8,7655,0.5,0.8,0.9,16.4,18,7656,0.6,0.7,0.8,15.8,18.4,7657,0.6,1.1,1,20,22.4,19.4,2.026,,
,7658,344.5,0.6,0.7,0.9,16.7,18.8,7659,0.6,1,0.4,18,19.2,7660,0.6,0.9,0.5,16.6,18.8,7661,0.6,0.5,0.7,14.7,16.4,18.3,1.281,,
,7662,344.8,0.4,0.6,0.3,11.8,12.4,7663,0.5,1,0.7,16.5,18.8,7664,0.5,0.5,0.9,14.4,15.6,7665,0.5,0.6,0.5,12.9,14.8,15.4,2.643,,
,7666,345.1,0.6,0.8,0.2,14.9,16.8,7667,0.5,1.1,1.3,19.1,22,7668,0.5,1.3,1,19.6,22.4,7669,0.5,0.7,1.2,17,18.4,19.9,2.74,,8 measurements for this spot (345.1)
,7670,345.1,0.6,0.8,0.9,17.2,19.6,7671,0.5,1.1,0.7,16.8,19.6,7672,0.6,0.7,1.1,18.7,19.6,7673,0.6,0.9,1.2,19.4,21.6,20.1,1,,
,7674,345.4,0.5,0.4,0.4,11.9,12.8,7675,0.6,0.7,0.1,14.6,15.6,7676,0.5,0.6,0.5,14.1,14.8,7677,0.5,0.7,0.1,12.4,14,14.3,1.194,,
,7678,345.7,0.6,0.8,1.1,18,20.4,7679,0.6,0.8,1.2,18.3,20.8,7680,0.7,0.5,1,17.4,19.2,7681,0.6,1,0.8,18.5,20.8,20.3,0.757,,
,7682,346,0.7,0.7,1.4,20.2,22.4,7683,0.6,0.8,1.2,19.2,20.8,7684,0.6,0.4,0.7,15.2,15.6,7685,0.6,1.2,1.4,21.5,24.8,20.9,3.897,,
,7686,346.3,0.5,0.8,0.8,16.5,17.6,7687,0.5,0.7,0.6,15.3,16,7688,0.5,1.1,1,19,20.8,7689,0.5,0.7,0.9,16,17.2,17.9,2.049,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7690,346.6,0.6,1.1,1,20.1,22.4,7691,0.5,1.1,0.9,18.6,20.4,7692,0.6,1,1,19.1,21.6,7693,0.6,0.8,1.2,18.4,20.8,21.3,0.887,,
,7694,346.9,0.5,0.8,0.6,14.9,16.8,7695,0.5,0.8,0.7,15.4,17.2,7696,0.5,1.1,1.1,18.9,21.2,7697,0.4,0.7,0.9,14.1,15.6,17.7,2.43,,
,7698,347.2,0.5,0.7,1.1,16.5,18,7699,0.5,0.8,0.9,16.1,18,7700,0.7,0.7,0.5,16.7,18.8,7701,0.6,0.6,0.6,15.1,16.8,17.9,0.825,,
,7702,347.5,0.5,1,0.7,17.5,18.8,7703,0.5,0.6,1.2,16.1,17.6,7704,0.5,1,0.4,16,17.6,7705,0.5,0.5,1.1,15.3,16.4,17.6,0.98,,
,7706,347.8,0.5,1.1,0.9,18.1,20.4,7707,0.4,0.7,0.8,13.6,15.2,7708,0.5,1,0.7,15.7,18.8,7709,0.4,1,0.3,14.1,15.6,17.5,2.517,,
,7710,348.1,0.6,0.8,0.6,15.9,18.4,7711,0.5,0.9,0.6,15.2,17.6,7712,0.5,0.9,1.3,18.3,20.4,7713,0.4,0.9,1.2,16.9,18.4,18.7,1.194,,
,7714,348.4,0.4,0.8,0.7,14.6,15.6,7715,0.4,0.7,1,13.8,16,7716,0.5,0.9,0.4,14.5,16.8,7717,0.5,0.8,0.9,15.8,18,16.6,1.058,,
,7718,348.7,0.6,0.8,0.7,18,18.8,7719,0.5,0.9,0.7,16.5,18,7720,0.7,0.9,0.8,18.5,21.6,7721,0.5,1.1,1.2,19.4,21.6,20,1.876,,
,7722,349,0.6,0.9,1,18.1,20.8,7723,0.5,1.2,0.3,17.1,18.8,7724,0.5,0.7,0.9,16.2,17.2,7725,0.5,1,0.9,17.6,19.6,19.1,1.51,,
,7726,349.3,0.5,0.7,0.4,14.3,15.2,7727,0.5,0.8,0.9,16.8,18,7728,0.5,1,1.1,17.2,20.4,7729,0.5,1.2,0.4,17,19.2,18.2,2.227,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7730,349.6,0.6,1,1,19.2,21.6,7731,0.6,0.9,0.9,17.5,20.4,7732,0.6,0.8,0.9,17,19.6,7733,0.5,1,1.1,17.3,20.4,20.5,0.825,,
,7734,349.9,0.5,0.6,1.1,15.2,17.2,7735,0.4,0.7,0.9,14.1,15.6,7736,0.5,0.4,0.8,13,14.4,7737,0.4,0.8,1.3,16.4,18,16.3,1.612,,
,7738,350.2,0.6,1,0.9,19.6,21.2,7739,0.6,0.7,1.1,17.2,19.6,7740,0.5,0.7,0.7,15.2,16.4,7741,0.5,0.8,1.1,17.1,18.8,19,2,,
,7742,350.5,0.5,0.7,0.6,15.1,16,7743,0.5,0.5,1.2,15.7,16.8,7744,0.6,0.4,0.9,14.5,16.4,7745,0.6,0.6,0.8,15.6,17.6,16.7,0.683,,
,7746,350.8,0.4,1,0.3,14.5,15.6,7747,0.4,0.6,0.3,11.5,12.4,7748,0.4,1,0.6,15,16.8,7749,0.5,0.8,0.8,15.4,17.6,15.6,2.286,,
,7750,351.1,0.5,0.5,0.7,14.1,14.8,7751,0.5,0.5,0.3,12.5,13.2,7752,0.5,0.9,0.8,15.9,18.4,7753,0.5,0.9,1.3,18.3,20.4,16.7,3.288,,
,7754,351.4,0.4,0.7,0.7,13.7,14.8,7755,0.5,0.7,0.4,13.9,15.2,7756,0.4,1.1,0.5,15.2,17.2,7757,0.4,0.8,0.9,14.9,16.4,15.9,1.102,,
,7758,351.7,0.6,0.7,0.7,15.6,18,7759,0.6,0.9,0.5,16.3,18.8,7760,0.6,0.8,1,18.1,20,7761,0.6,0.7,0.7,16.5,18,18.7,0.945,,
,7762,352,0.6,0.8,0.1,15.1,16.4,7763,0.5,0.9,0.9,17.3,18.8,7764,0.5,0.8,0.5,15,16.4,7765,0.5,0.6,0.7,14.5,15.6,16.8,1.386,,
,7766,352.3,0.5,0.8,0.7,15.8,17.2,7767,0.5,0.8,0.5,14.7,16.4,7768,0.5,0.7,0.9,14.9,17.2,7769,0.5,0.9,0.3,15.3,16.4,16.8,0.462,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7770,352.6,0.7,0.6,0.9,17.3,19.6,7771,0.6,0.7,1.6,19.4,21.6,7772,0.5,0.8,1.1,17.5,18.8,7773,0.6,0.6,0.5,15,16.4,19.1,2.151,,
,7774,352.9,0.5,0.7,0.9,15.5,17.2,7775,0.4,0.8,0.8,15,16,7776,0.4,0.5,0.6,11.6,12.8,7777,0.4,1,0.7,15.4,17.2,15.8,2.078,,
,7778,353.2,0.5,1.4,0.4,18.9,20.8,7779,0.7,0.7,1,20.1,20.8,7780,0.6,1,0.4,17.3,19.2,7781,0.5,0.8,0.9,16.6,18,19.7,1.361,,
,7782,353.5,0.6,0.6,1,17.3,18.4,7783,0.6,0.8,1.2,18.9,20.8,7784,0.6,0.8,0.9,17.8,19.6,7785,0.6,1,0.4,17.9,19.2,19.5,1,,
,7786,353.8,0.5,1.1,0.4,16.1,18.4,7787,0.4,1.1,0.7,15.6,18,7788,0.4,0.4,1.3,13.2,14.8,7789,0.4,0.7,1.2,15.6,16.8,17,1.617,,
,7790,354.1,0.5,0.7,0.7,14.4,16.4,7791,0.6,0.6,1.2,17.1,19.2,7792,0.5,0.7,0.9,15,17.2,7793,0.6,0.5,0.6,14.8,16,17.2,1.424,,
,7794,354.4,0.4,0.7,0.7,13.6,14.8,7795,0.5,0.6,0.9,14.5,16.4,7796,0.4,1.1,0.3,13.8,16.4,7797,0.5,0.5,1,13.5,16,15.9,0.757,,
,7798,354.7,0.6,0.3,1.6,16.7,18.4,7799,0.5,0.7,0.9,15.6,17.2,7800,0.5,0.7,1,16,17.6,7801,0.5,0.6,0.6,13.5,15.2,17.1,1.361,,
,7802,355,0.7,0.5,1.6,19.6,21.6,7803,0.7,0.9,0.7,18.3,21.2,7804,0.6,1.3,1.2,22.5,24.8,7805,0.6,1.1,0.8,19.7,21.6,22.3,1.677,,
,7806,355.3,0.5,0.8,0.9,15.9,18,7807,0.5,0.7,1.2,16.8,18.4,7808,0.5,1,0.5,15.7,18,7809,0.5,0.7,0.9,15.5,17.2,17.9,0.503,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7810,355.6,0.6,0.6,0.9,16.9,18,7811,0.6,0.9,1,18.2,20.8,7812,0.6,0.8,0.7,17.4,18.8,7813,0.5,1,0.8,17.5,19.2,19.2,1.178,,
,7814,355.9,0.5,0.7,0.7,14.4,16.4,7815,0.6,0.7,1.2,17.1,20,7816,0.6,0.4,0.5,14.4,14.8,7817,0.5,1.1,0.9,17.5,20.4,17.9,2.74,,
,7818,356.2,0.6,0.9,1,18.1,20.8,7819,0.6,0.9,0.9,18.1,20.4,7820,0.6,0.7,1.1,17.3,19.6,7821,0.7,0.7,0.7,17.1,19.6,20.1,0.6,,
,7822,356.5,0.5,0.6,0.5,12.8,14.8,7823,0.6,0.5,0.9,14.7,17.2,7824,0.5,0.7,1.3,16.7,18.8,7825,0.5,1,0.3,14.9,17.2,17,1.649,,
,7826,356.8,0.6,0.4,0.9,14.9,16.4,7827,0.5,0.9,1.3,16.9,20.4,7828,0.5,0.8,0.9,16.7,18,7829,0.5,1,0.9,17.2,19.6,18.6,1.774,,
,7830,357.1,0.7,0.7,0.7,17.6,19.6,7831,0.6,0.8,0.9,18,19.6,7832,0.5,0.8,1,17.1,18.4,7833,0.5,1,0.8,16.4,19.2,19.2,0.566,,
,7850,357.4,0.4,1.5,0.6,17.1,20.8,7835,0.4,0.9,1.2,16.8,18.4,7836,0.4,1.1,0.7,16.6,18,7837,0.5,1.3,1.1,19.2,22.8,20,2.239,,
,7838,357.7,0.6,0.6,0.5,15.5,16.4,7839,0.5,0.8,0.7,15.9,17.2,7840,0.6,1.3,0.8,19.9,23.2,7841,0.5,1.1,0.6,17.7,19.2,19,3.038,,
,7842,358,0.6,0.8,0.8,16.8,19.2,7843,0.5,0.9,0.7,17,18,7844,0.6,0.9,0.9,19,20.4,7845,0.7,1.1,0.6,20.2,22.4,20,1.876,,
,7846,358.3,0.5,0.7,0.6,14.7,16,7847,0.5,1.2,0.4,17.3,19.2,7848,0.5,0.9,0.6,15.5,17.6,7849,0.5,0.6,1,15.4,16.8,17.4,1.366,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7851,358.6,0.6,1.2,0.7,19.9,22,7852,0.7,1,1.7,22.5,26,7853,0.6,1.4,1.2,21.7,25.6,7854,0.6,1,1.7,21.9,24.4,24.5,1.8,,
,7855,358.9,0.5,0.9,0.9,17.7,18.8,7856,0.6,1,0,16.1,17.6,7857,0.6,0.9,1,18.3,20.8,7858,0.5,1.2,0.9,19.4,21.2,19.6,1.697,,
,7859,359.2,0.7,1,1.1,20.4,23.6,7860,0.6,1.1,0.8,19.6,21.6,7861,0.6,1.3,1.2,22.1,24.8,7862,0.7,1.3,0.7,22.5,24.4,23.6,1.424,,
,7863,359.5,0.5,1,0.7,17,18.8,7864,0.6,0.9,1,18.5,20.8,7865,0.6,0.9,0.8,18.1,20,7866,0.5,1.2,0.7,17.3,20.4,20,0.864,,
,7867,359.8,0.5,0.6,1.1,15.3,17.2,7868,0.6,1,0.6,18.7,20,7869,0.6,0.9,1.5,19.5,22.8,7870,0.6,0.8,0.6,17.1,18.4,19.6,2.422,,
,7871,360.1,0.5,0.9,1.1,17.6,19.6,7872,0.6,1.3,1.2,22.5,24.8,7873,0.6,0.9,1,18.7,20.8,7874,0.6,0.8,1.6,20.7,22.4,21.9,2.248,,
,7875,360.4,0.6,1.1,0.8,19.2,21.6,7876,0.5,0.8,0.5,14.9,16.4,7877,0.4,1.2,0.4,16.7,17.6,7878,0.6,0.7,1.1,16.6,19.6,18.8,2.286,,
,7879,360.7,0.7,0.8,1.2,21.3,22.4,7880,0.6,1.1,0.4,17.9,20,7881,0.6,0.7,1.1,17.4,19.6,7882,0.6,1,1.8,21.2,24.8,21.7,2.408,,
,7883,361,0.5,1,1.2,18.3,20.8,7884,0.6,0.6,0.9,15.7,18,7885,0.5,0.4,0.8,13,14.4,7886,0.5,0.8,0.4,15.4,16,17.3,2.759,,
,7887,361.3,0.5,0.7,0.8,15.4,16.8,7888,0.4,0.8,0.9,15.1,16.4,7889,0.5,1.1,0.2,16.5,17.6,7890,0.5,0.8,0.5,15.8,16.4,16.8,0.566,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7891,361.6,0.6,1,0.6,17.8,20,7892,0.5,1.2,0.8,18.5,20.8,7893,0.7,0.8,0.7,18.1,20.4,7894,0.7,0.4,1.3,17.3,19.6,20.2,0.516,,
,7895,361.9,0.5,0.9,1.4,17.9,20.8,7896,0.5,1.1,1.1,19.1,21.2,7897,0.6,0.8,1,17.4,20,7898,0.5,1.2,0.7,18,20.4,20.6,0.516,,
,7899,362.2,0.6,0.9,0.9,18.8,20.4,7900,0.6,0.9,0.4,17.3,18.4,7901,0.6,0.7,1.6,19.3,21.6,7902,0.6,0.7,1,16.6,19.2,19.9,1.4,,
,7903,362.5,0.6,0.8,0.9,18.6,19.6,7904,0.7,0.8,1.3,20.1,22.8,7905,0.8,0.8,0.8,20,22.4,7906,0.6,1.1,1.1,21,22.8,21.9,1.545,,
,7908,362.8,0.5,0.9,0.6,15.4,17.6,7909,0.4,1,0.8,16.4,17.6,7910,0.5,0.8,0.5,14.8,16.4,7911,0.6,0.8,0.5,16.1,18,17.4,0.693,,
,7912,363.1,0.7,0.8,0.9,18.3,21.2,7913,0.6,0.6,0.7,16.1,17.2,7914,0.6,1.1,1,19.7,22.4,7915,0.6,0.6,0.5,15.6,16.4,19.3,2.946,,
,7916,363.4,0.6,0.7,0.5,15.1,17.2,7917,0.5,1,0.9,18.3,19.6,7918,0.5,0.6,0.9,15.4,16.4,7919,0.5,0.8,0.5,15.5,16.4,17.4,1.514,,
,7920,363.7,0.6,0.6,1.2,17.2,19.2,7921,0.6,1.1,1,20.5,22.4,7922,0.6,1.4,0.8,20.9,24,7923,0.5,0.8,0.6,15.3,16.8,20.6,3.225,,
,7924,364,0.7,0.9,1.4,22.3,24,7925,0.7,1.4,0.7,22.4,25.2,7926,0.7,0.8,1.5,21.3,23.6,7927,0.6,1.1,1.2,21.1,23.2,24,0.864,,
,7928,364.3,0.6,0.6,0.5,14.2,16.4,7929,0.5,1.1,1,18.6,20.8,7930,0.5,0.8,0.7,15.7,17.2,7931,0.6,0.9,0.9,18.1,20.4,18.7,2.224,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7932,364.6,0.7,0.9,1.1,20.7,22.8,7933,0.8,1.1,1,22.9,25.6,7934,0.7,0.8,1.3,21.2,22.8,7935,0.7,0.9,1.3,21.9,23.6,23.7,1.322,,
,7936,364.9,0.7,1,0.9,21.5,22.8,7937,0.6,0.8,1,18.2,20,7938,0.6,1,0.6,17.8,20,7939,0.6,1.3,1.3,22.9,25.2,22,2.509,,
,7944,365.2,0.7,1.1,0.9,20.7,23.6,7945,0.7,1.1,0.7,20.3,22.8,7946,0.7,1.2,1.4,22.8,26.4,7947,0.7,1.2,0.8,21.5,24,24.2,1.549,,
,7940,365.5,0.6,1.1,1.4,21.8,24,7941,0.6,1,1.2,19.6,22.4,7942,0.7,1.1,0.8,20.4,23.2,7943,0.7,1.1,0.6,19.9,22.4,23,0.766,,
,7948,365.8,0.5,1,0.5,16.7,18,7949,0.6,0.9,1.3,18.8,22,7950,0.5,1.5,0.9,20,23.6,7951,0.5,0.6,0.7,14.2,15.6,19.8,3.659,,
,7952,366.1,0.6,1,0.4,17.5,19.2,7953,0.6,0.9,1.3,20,22,7954,0.6,1.1,1.1,20.4,22.8,7955,0.6,1.1,0.7,19,21.2,21.3,1.545,,
,7956,366.4,0.5,1,1.3,18.7,21.2,7957,0.5,0.9,0.7,16.9,18,7958,0.5,1,1.1,18.4,20.4,7959,0.6,0.8,1.1,18,20.4,20,1.386,,
,7960,366.7,0.6,1.1,1,20,22.4,7961,0.5,0.9,1.2,18,20,7962,0.7,1.1,0.4,19.8,21.6,7963,0.6,1.2,1,19.9,23.2,21.8,1.366,,
,7964,367,0.6,1,1,19.3,21.6,7965,0.6,1,0.6,18.1,20,7966,0.6,0.5,1.1,17.2,18,7967,0.6,1,0.8,18.3,20.8,20.1,1.545,,
,7968,367.3,0.6,1,0.5,18.2,19.6,7969,0.5,1.1,0.2,16.3,17.6,7970,0.5,0.9,0.9,17.4,18.8,7971,0.5,1.3,0.6,18.9,20.8,19.2,1.347,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7972,367.6,0.7,1,1.2,21.1,24,7973,0.6,1.1,0.9,19.7,22,7974,0.8,1.1,1.2,23.2,26.4,7975,0.7,1,1.4,22.9,24.8,24.3,1.829,,
,7976,367.9,0.7,1.2,1.1,23.1,25.2,7977,0.7,1,1.3,22.1,24.4,7978,0.6,0.8,1.3,19.4,21.2,7979,0.7,1.5,0.9,23.8,26.8,24.4,2.355,,
,7980,368.2,0.8,1.3,1.7,26,30,7981,0.7,1,1.2,22.2,24,7982,0.6,1.2,1.1,21.6,23.6,7983,0.7,1,1.2,21.7,24,25.4,3.072,,
,7984,368.5,0.6,0.8,0.5,15.3,18,7985,0.6,1,1.3,19.8,22.8,7986,0.6,1,0.6,17.9,20,7987,0.6,0.9,0.5,16.7,18.8,19.9,2.101,,
,7988,368.8,0.6,0.5,1.2,17,18.4,7989,0.6,0.9,1.1,18.7,21.2,7990,0.5,1,1.4,19.3,21.6,7991,0.6,1.3,0.4,19.9,21.6,20.7,1.545,,
,7992,369.1,0.5,1.2,1.5,19.7,23.6,7993,0.5,1.3,1.2,20.7,23.2,7994,0.6,0.8,1.3,19.5,21.2,7995,0.7,0.9,1.7,21.8,25.2,23.3,1.645,,
,7997,369.4,0.6,1.4,0.4,19.4,22.4,7998,0.6,1.1,0.5,18.1,20.4,7999,0.6,1.2,0.8,20,22.4,8000,0.5,1.2,1.4,20.7,23.2,22.1,1.194,,
,8002,369.7,0.6,1.3,1.4,23.2,25.6,8003,0.6,1,0.8,19.9,20.8,8004,0.6,1.3,0.8,21.2,23.2,8005,0.5,1.3,1,19.3,22.4,23,2,,
,8006,370,0.6,1.5,0.9,23,25.2,8007,0.6,0.8,0.9,18.1,19.6,8008,0.6,1.1,1.1,19.7,22.8,8009,0.6,0.9,1.3,19.1,22,22.4,2.309,,
,8010,370.3,0.6,1.4,1.7,23.6,27.6,8011,0.7,1,0.4,18.2,20.8,8012,0.6,0.9,1.3,19.8,22,8013,0.6,1.2,1.1,21.8,23.6,23.5,2.964,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8014,370.6,0.6,1.7,1.4,26,28.8,8015,0.6,1.4,0.8,21,24,8016,0.6,1.4,1.4,23.6,26.4,8017,0.7,1.9,0.9,25.9,30,27.3,2.661,,
,8018,370.9,0.5,1.5,0.6,19.7,22.4,8019,0.6,1.4,0.9,21.3,24.4,8020,0.7,0.8,1.5,20.7,23.6,8021,0.6,1.2,0.5,18.4,21.2,22.9,1.4,,
,8022,371.2,0.7,1.4,0.7,21.7,25.2,8023,0.6,1.3,0.8,20.2,23.2,8024,0.6,1.2,0.8,20.7,22.4,8025,0.6,1.4,1,21.9,24.8,23.9,1.322,,
,8026,371.5,0.6,1.3,1.2,22.4,24.8,8027,0.6,1.7,1,23.9,27.2,8028,0.5,1.4,0.7,20.2,22,8029,0.7,1.7,0.8,25,28,25.5,2.701,,
,8030,371.8,0.6,1.5,1.2,22.9,26.4,8031,0.5,1.8,0.4,21.5,24,8032,0.5,2,0.5,22.6,26,8033,0.5,1.8,1.4,24.6,28,26.1,1.645,,
,8034,372.1,0.6,1.4,0.9,21.4,24.4,8035,0.6,1.5,0.6,21.8,24,8036,0.7,1,1,21.1,23.2,8037,0.6,1.4,1,21.9,24.8,24.1,0.683,,
,8038,372.4,0.6,1.8,1.2,25.5,28.8,8039,0.5,1.9,1.3,24.4,28.4,8040,0.5,1.8,1.1,23.9,26.8,8041,0.6,1.6,0.8,23.1,25.6,27.4,1.479,,
,8042,372.7,0.6,1.4,1,22.2,24.8,8043,0.6,1.7,1.9,26.5,30.8,8044,0.5,1.4,1.4,21.9,24.8,8045,0.5,1.8,1.1,23.8,26.8,26.8,2.828,,
,8046,373,0.6,1.8,0.9,23.8,27.6,8047,0.6,1.9,1.3,25.7,30,8048,0.5,1.7,0.6,21.8,24,8049,0.7,1.8,1,26.3,29.6,27.8,2.742,,
,8050,373.3,0.8,1.2,1,23.2,26.4,8051,0.5,1.6,1,21.9,24.8,8052,0.6,2,0.4,23.5,27.2,8053,0.6,1.4,0.6,20.8,23.2,25.4,1.774,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8054,373.6,0.7,1.1,1.7,23.6,26.8,8055,0.6,1.4,1.3,22,26,8056,0.7,1.2,1.1,22.4,25.2,8057,0.7,1.6,0.6,23.1,26.4,26.1,0.683,,
,8058,373.9,0.6,1.4,1.2,22.5,25.6,8059,0.5,1.7,0.3,19.8,22.8,8060,0.6,1.7,1.1,24.2,27.6,8061,0.6,1.6,1.2,24,27.2,25.8,2.179,,
,8062,374.2,0.6,1.7,1.2,24.5,28,8063,0.6,1.4,0.4,19.7,22.4,8064,0.6,1.5,1.4,24,27.2,8065,0.6,1.6,0.6,21.4,24.8,25.6,2.53,,
,8066,374.5,0.7,1.3,0.8,22.7,24.8,8067,0.7,1.1,1.6,23,26.4,8068,0.7,1.8,0.7,25.1,28.4,8069,0.8,1.3,0.4,22.1,24.8,26.1,1.709,,
,8070,374.8,0.6,1.4,1,22.6,24.8,8071,0.5,1.6,1.5,23.5,26.8,8072,0.5,1.7,0.9,22.2,25.2,8073,0.6,1.6,1.2,23.2,27.2,26,1.178,,
,8074,375.1,0.6,1.7,1,23.8,27.2,8075,0.7,1.7,0.8,24.5,28,8076,0.6,1.6,1.7,25.6,29.2,8077,0.5,1.6,0.8,21.7,24,27.1,2.224,,
,8078,375.4,0.5,2.1,0.1,21.4,25.2,8079,0.5,1.9,0.9,24.2,26.8,8080,0.5,2,1,23.8,28,8081,0.6,1.5,0.8,12.6,24.8,26.2,1.479,,
,8082,375.7,0.7,1.5,0.5,22.6,25.2,8083,0.6,1.5,0.9,22.9,25.2,8084,0.6,1.5,1.2,23.8,26.4,8085,0.6,1.5,1,21.7,25.6,25.6,0.566,,
,8086,376,0.4,1.9,0.8,22,24.8,8087,0.5,2,0.7,23,26.8,8088,0.6,2,1.1,25.7,30,8089,0.6,1.2,0.8,19.4,22.4,26,3.217,,
,8090,376.3,0.6,1.4,1.1,22.1,25.2,8091,0.7,1.9,0.7,24.7,29.2,8092,0.6,1.8,0.7,23.4,26.8,8093,0.6,1.8,1,24.4,28,27.3,1.709,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8568,376.6,0.7,1.6,0.8,23.8,27.2,8569,0.6,1.4,1.8,25,28,8570,0.7,1.7,1.1,26,29.2,8571,0.7,1.5,1,23.8,27.2,27.9,0.945,72,
,8572,376.9,0.5,2,1.2,25.8,28.8,8573,0.5,1.8,0.7,21.7,25.2,8574,0.6,1.5,0.4,20.7,23.2,8575,0.6,1.9,0.7,23.7,27.6,26.2,2.498,71,
,8576,377.2,0.6,1.3,0.8,21.1,23.2,8577,0.5,1.8,1.3,24.8,27.6,8578,0.5,1.6,1.1,22.8,25.2,8579,0.6,1.6,0.8,22.8,25.6,25.4,1.804,70,
